Participant_ID,HRV_Max,HRV_Min,HRV_Mean,HRV_Median,SDNN,RMSSD,NNX,PNNX,Peak_eda_5min_sum,Peak_eda_2hr_sum,Peak_eda_2hr_mean,EDA_Mean,EDA_Std,EDA_Min,EDA_Max,EDA_q1G,EDA_q3G,EDA_skew,HR_Mean,HR_Std,HR_Min,HR_Max,HR_q1G,HR_q3G,HR_skew,TEMP_Mean,TEMP_Std,TEMP_Min,TEMP_Max,TEMP_q1G,TEMP_q3G,TEMP_skew,ACC_Mean,ACC_Std,ACC_Min,ACC_Max,ACC_q1G,ACC_q3G,ACC_skew,ACC_Mean2hrs,ACC_Max2hrs,Activity Bouts,Activity Bouts_24hr,Activity Bouts_1hr,Wake_Time,Hours_from_midnight,Minutes_from_midnight,Calories_2h,Protein_2h,Sugar_2h,Carbs_2h,Eat_cnt_2h,Eat_mean_2h,Eat,Calories_8h,Protein_8h,Sugar_8h,Carbs_8h,Eat_cnt_8h,Eat_mean_8h,Calories_24h,Protein_24h,Sugar_24h,Carbs_24h,Eat_cnt_24h,Eat_mean_24h,Gender,HbA1c
1.0,0.007116114367312419,0.1060888314134074,0.07498853133943413,0.07689121672185129,-0.12795854476315252,-0.11543997334133177,-0.1889935348645805,-0.1650481525179858,0.05701324265480361,-0.0007663299241917803,-0.0007663299241917803,0.05855662262567413,0.06169300318015253,-0.016579014497482676,0.07927905982794703,0.02947980174343866,0.06294551203770057,-0.0001209522729183966,-0.03879910711665119,0.026892360656740496,-0.06536496071168615,-0.01516158864377473,-0.05273532667543036,-0.030589970920746536,0.03546401598965144,-0.17783360244841168,0.10412004507434693,-0.17745354370738153,-0.14643326155528277,-0.17809982746275854,-0.14816886687936442,0.0030689516647594006,-0.16685878120317102,-0.01593248587199799,-0.01252667109927266,-0.010454167778968992,-0.10556114107500893,-0.15472410794721755,0.059975192528730153,-0.2013204125393269,0.04871753944257022,-0.0137857553236233,0.06948106545179872,-0.011357808773512015,0.008032561206587392,-0.021442761140978695,-0.021354802888035918,-0.0715876344317232,-0.03182669124673704,-0.05650522824440232,-0.07724711788941672,-0.05512396837892286,-0.08452824690461144,-0.07686952588067854,-0.14313214835058732,-0.09971025884986408,-0.15646262248317527,-0.17837073446786156,-0.09847886750631822,-0.25516052570244796,-0.11068831209337955,-0.08511740184673454,-0.20324831039169935,-0.19043508605024725,-0.0578778174096643,-0.37593435993512464,-0.5622030913118691,-0.06440799067865804
0.007116114367312419,1.0,0.5952958785382618,0.8730242473108228,0.8601729512758073,0.307650464003641,0.0766534356013798,0.4460035122058926,0.013696751051325395,-0.2586133794290135,-0.25942366984637033,-0.25942366984637033,-0.118989626194255,-0.26289695884885617,0.01592611073967655,-0.17588572619851514,-0.04725489808357479,-0.13119141611915158,-0.06393852235975993,-0.7179828074118777,-0.2677019641842119,-0.7574852637546573,-0.5853360824824182,-0.7644504792232538,-0.6700346112709301,0.13659097693954658,0.16602875637250145,-0.2555917652181205,0.18627473233580902,0.11435481935026415,0.17433985711474193,0.12477352556622255,0.03714066319625706,-0.17293993117648554,-0.40250642597884384,0.35222851142133066,-0.3518712017477296,0.21192145791650027,-0.27844004750858503,-0.020473111847209083,-0.17045860651219524,-0.30625321520382726,-0.32258161365451726,0.08472965883997859,-0.40915794029112745,0.013277094166496379,-0.2803412873368946,-0.2798560073852438,-0.06068536635447681,-0.026595892782020555,-0.055499489833150006,-0.06740163498339768,-0.05380814210823692,-0.06365312722144023,-0.061564767162130746,0.006197911572511583,0.03392645073407451,0.019014470540732256,-0.005816676961743605,0.052495683545692506,-0.022038211556867845,0.09132993034040213,0.12328691231960198,0.02335973981308209,0.02402918576348485,0.10719492005439128,-0.009274212257850292,-0.030321142432868892,0.046153782244415714
0.1060888314134074,0.5952958785382618,1.0,0.815322586380299,0.790180075280556,-0.3314334871105606,-0.37879724436792206,0.09141229226709775,-0.3126473099482323,-0.22754138971011129,-0.2238810035057794,-0.2238810035057794,-0.02032670872037023,-0.25113671204584664,0.1140308867716205,-0.09683854772686205,0.058675744254163505,-0.03680047651319175,-0.05240560319952512,-0.6710504436285551,-0.40119836241492907,-0.6253884589458996,-0.6015876203412608,-0.6756147057787402,-0.647023003108052,0.1026367778456826,0.2861763435752843,-0.2941522407397387,0.3023713963247297,0.23395764874719532,0.2944588012911564,0.2439199242184014,0.010927035117883708,-0.08322607793923284,-0.397987010253894,0.36636339893716063,-0.3585918886206566,0.23408277855059603,-0.19776039381955807,-0.07700845106319504,-0.06698080037183442,-0.24676522645371196,-0.2676834807126807,0.14531907118555698,-0.3619183679319377,0.04140428492065962,-0.253976262384997,-0.2533118174593964,-0.07021418754303646,-0.03918223019633254,-0.06580569629033839,-0.07557914540702103,-0.05357407708049319,-0.0749943576050861,-0.06372476949294492,-0.01627088276896627,0.01218650148669759,0.0031140029757212554,-0.024100053887337068,0.056565876202652195,-0.0500296447231621,0.09033844441390684,0.13283524305624084,0.021625281464978503,0.0191461059652821,0.17592554878034433,-0.03583404435743847,-0.0814733160819257,0.12299597112894411
0.07498853133943413,0.8730242473108228,0.815322586380299,1.0,0.9936499131421592,0.02380834929712184,-0.17732184574428617,0.296432829155243,-0.18631971168241523,-0.27810750041645543,-0.2881604317473931,-0.2881604317473931,-0.08842536562500512,-0.2879837699226064,0.05497148200527168,-0.16063840686210656,-0.0103664990574687,-0.1029981691043068,-0.06513501787936171,-0.8138368134717207,-0.36033253297775764,-0.823913706701796,-0.6813660188432551,-0.8540780032849412,-0.7673425402502211,0.1667527470940195,0.2724863686359484,-0.30987267334281116,0.2915778776465857,0.22022756979812452,0.28102677025483636,0.23105579182782943,0.02706691041369927,-0.15066208456636146,-0.4696634209975514,0.41676398923706265,-0.41049448723229265,0.2689534991151036,-0.28386457211758115,-0.040126784039163706,-0.14800507390709716,-0.3449684503809637,-0.34789406042223564,0.12122973249389202,-0.46993241476278164,0.03019468918051791,-0.32513346892841627,-0.3245598516523712,-0.06855573134581093,-0.026762632647155598,-0.0629036602078568,-0.07571533181417442,-0.05544856935608995,-0.0726431128509004,-0.06564930195864255,0.013576204809675755,0.04792530198976789,0.032910033880113515,0.0034011756059661637,0.08371448818206265,-0.02104053807280756,0.12688835545802277,0.17162231830752844,0.04113646077443754,0.0446363414179154,0.1814811622181672,-0.004689012162515273,-0.05917758305068193,0.10519750276658793
0.07689121672185129,0.8601729512758073,0.790180075280556,0.9936499131421592,1.0,0.034861554624553426,-0.17059469256469684,0.2908997216375331,-0.18344276568256807,-0.2767601164686696,-0.2868455992453059,-0.2868455992453059,-0.09161837697429424,-0.2843782317171908,0.04936215768281394,-0.16177194482262,-0.014950537907054683,-0.1057485492855203,-0.06423322605177997,-0.8075307451211738,-0.35174148668500577,-0.8212942367067014,-0.673495886531341,-0.8499010762786441,-0.7602750545335489,0.16966622250262453,0.2693852713237388,-0.3053788639242942,0.28800314923194786,0.2179466872969322,0.27776767598294844,0.22851273282618328,0.02737344830851728,-0.1529125928196013,-0.46565852157316434,0.41273699854446255,-0.4071338905644797,0.26444654075245505,-0.28464482913186606,-0.038854898554024964,-0.15247219564641987,-0.345853919102621,-0.3457035559093085,0.11681601959986851,-0.4687419918089604,0.03186012760323853,-0.3219562532999101,-0.32143427986896095,-0.06443969110601584,-0.022472974299464713,-0.05905720440820269,-0.07169695524638933,-0.05153856803849134,-0.06850263616560749,-0.06171912344298853,0.01718320959093088,0.05176964985228988,0.03630150664911957,0.007017288068179186,0.08567673781699443,-0.016700590588305066,0.13011010187652444,0.1749172996680982,0.04374754138146231,0.048433831681892234,0.1823942542681516,-0.00018087987712613862,-0.05691537374899822,0.10490433330704509
-0.12795854476315252,0.307650464003641,-0.3314334871105606,0.02380834929712184,0.034861554624553426,1.0,0.8043449391730446,0.1162215278429916,0.7070720892021504,0.029224655649309216,0.01683942359832187,0.01683942359832187,-0.15321849362880371,0.05307379983583489,-0.19913538640082964,-0.10087945487864501,-0.15042084726905733,-0.1410476507239082,-0.04450976667921679,0.07189003309594875,0.37273496597768985,-0.11744039414854002,0.1884726004375153,-0.02108131389890089,0.12217529413271291,0.04335814565673107,-0.28486893161941185,0.13365961393178258,-0.2825755632713786,-0.30083762973368416,-0.2840266704609799,-0.3028269572954025,0.009824654385501598,0.0004102668844894681,0.2010682896386771,-0.1929635360471844,0.18894430524066338,-0.13483958027579163,0.061138392301697354,0.06944331588948857,-0.02304342068715703,0.0759928255067964,0.07459260191571897,-0.04629536398512693,0.08501152318099091,-0.08215877518248339,0.024462398041491643,0.023951002828244382,0.09238168761894336,0.10690143963088572,0.0772278363618032,0.08177351032496279,0.08869231676627197,0.08892828180926327,0.08484392413585339,0.10348778588178575,0.1103257549779953,0.05109658116688886,0.07512744952189267,0.07420661873973064,0.09216432892116555,0.04765885391623089,0.04668139463854739,0.023170398819232375,0.03939301358478989,-0.006152067454681185,0.06377082295031034,0.09791648069214073,-0.029434828144021645
-0.11543997334133177,0.0766534356013798,-0.37879724436792206,-0.17732184574428617,-0.17059469256469684,0.8043449391730446,1.0,0.04631479250100482,0.9241019413958388,0.08862275838077115,0.13806049166565507,0.13806049166565507,-0.18841259858342652,0.12219773678712412,-0.27385257302584853,-0.11170950997149302,-0.19743936718478236,-0.1711325577940118,-0.0662404002851358,0.300774012198759,0.480836860693995,0.09668266717961524,0.39611969483754733,0.2074284690039684,0.34401541292552934,-0.0008502991584659488,-0.4558390046093531,0.2577741351149991,-0.4587538240699881,-0.46478064509523587,-0.45620408368195375,-0.47029839513592125,-0.0087797212489036,0.057539957935707965,0.38715497741197535,-0.3497172059445432,0.345160573239922,-0.23143136145929138,0.1682284944463109,0.08383518516130166,0.0576011538328233,0.2824681552789646,0.19701038355306516,-0.053684791589989934,0.3257117228168792,-0.09073526429631548,0.22976254293249812,0.2292554928131018,0.16322063490536648,0.16912086074899046,0.14062307817604963,0.15028785922429663,0.1600018273530569,0.1583389728144347,0.15684605266372192,0.1373386001805141,0.14739665415380243,0.05478169526308045,0.09376744946850141,0.09026590616141529,0.12148558165915603,0.043939251423499796,0.06056951259383648,0.021688960836347613,0.040528983186777764,0.010230527187161994,0.07502825806772304,0.1524018871279258,0.005380900204454433
-0.1889935348645805,0.4460035122058926,0.09141229226709775,0.296432829155243,0.2908997216375331,0.1162215278429916,0.04631479250100482,1.0,0.08181566982143741,-0.1893466483821238,-0.1422339003536748,-0.1422339003536748,-0.07353564343288961,-0.19157664575247207,0.06585568152554278,-0.11909724370953516,-0.04159618191869088,-0.08565222317995078,0.021138201962594035,-0.39423369075118847,-0.3650937748748271,-0.2712521201028034,-0.41900827379806804,-0.3393803449223181,-0.4111755990460943,0.018590174277152968,0.16630134953144177,-0.20542745315654165,0.18179699338441116,0.14203972866859568,0.17090478762808264,0.15104985344045513,0.027062076344655944,-0.21880512281647344,-0.3728803391445088,0.3250182752536142,-0.33125189687608486,0.16633341147666553,-0.2898313490224771,-0.030648915743918363,-0.21720606233745815,-0.2797448963685205,-0.2909447734383136,-0.07296048834037246,-0.3071485788327338,0.04474620603990923,-0.14771956638722156,-0.1471340612057371,-0.14876037581315443,-0.14398342276139314,-0.1291728741758136,-0.14183982116237162,-0.16088597140861946,-0.14442651775415902,-0.15791475433527263,-0.09634385627564886,-0.08546304145306845,-0.04718572484964658,-0.07657974119180079,-0.11032984023176534,-0.06731184609069067,-0.04059882430971175,-0.04387994873205631,-0.011657623639986318,-0.023735161188445042,-0.11697700481202586,0.020135896639059618,0.10942475045095272,-0.15626744310988694
-0.1650481525179858,0.013696751051325395,-0.3126473099482323,-0.18631971168241523,-0.18344276568256807,0.7070720892021504,0.9241019413958388,0.08181566982143741,1.0,0.09150359155981008,0.14865077860129716,0.14865077860129716,-0.1660628078690982,0.11715196632156838,-0.24403616652310942,-0.09731104850812708,-0.17396284649160126,-0.15026741990794473,-0.06230079438430437,0.2951520007722986,0.4445469175627969,0.10600920348313136,0.3767837172949082,0.21055400669282975,0.3333509401124207,-0.01633648173486864,-0.4225875597585845,0.22575327276155802,-0.42443113182307257,-0.4332257090917542,-0.4225238947852901,-0.4383184425329987,-0.007936428097687017,0.05828704930850989,0.3685813516676692,-0.3262193752581197,0.32283932665717646,-0.2384676592853755,0.1710795036716463,0.05434386853698467,0.05454554884382676,0.27252565807626955,0.20517410442189873,-0.05278853413730205,0.3149225109317269,-0.09044918049325855,0.20908601409270539,0.20862745909932745,0.14744605809167904,0.15278510981492863,0.124839965445652,0.13543510227096592,0.14493634845464912,0.14258114744416442,0.1415989535978373,0.13065870462526488,0.14104588638212273,0.05368810945250575,0.09209556270732232,0.08163381934699177,0.12447456503242361,0.031545366318692016,0.052667312821145965,0.017983091772240705,0.03483490285498307,0.002862007338108436,0.08525376007463265,0.19735463218508373,0.0011110063128447632
0.05701324265480361,-0.2586133794290135,-0.22754138971011129,-0.27810750041645543,-0.2767601164686696,0.029224655649309216,0.08862275838077115,-0.1893466483821238,0.09150359155981008,1.0,0.5406003473304851,0.5406003473304851,0.579815899779093,0.7726839177127702,0.14128068981152575,0.7426641075219694,0.4463033554068149,0.608660989483643,0.14329865733096175,0.34492668631558127,0.32323475060407614,0.259062713533915,0.35931515239153144,0.3120590225656758,0.3521140715195774,-0.013896597728567507,-0.05809153722575548,0.30156261671412443,-0.08977799597865996,-0.014424240597454436,-0.06967148180581346,-0.02730712125048912,-0.04987816378938107,0.22157258923884607,0.4658459238975913,-0.44688696375635395,0.45324622155039873,-0.20458481937747475,0.28152875020914314,0.15830371383472752,0.18563013492798827,0.24729877841502687,0.3003050185726836,0.059686124137530557,0.3090060720006313,-0.083176780520052,0.07860498370663913,0.07866338273806742,0.10397805337754787,0.08988982204701408,0.0981152903319456,0.10550647964671783,0.12191200524123737,0.09843948658887561,0.1205086627573745,0.04978016168429928,0.05098355615814939,0.0030564051767268414,0.03546107708622057,0.0680787347190385,-0.00814912546315665,-0.02803700333811701,-0.025587286437932344,-0.04453760134847819,-0.03809724233101723,0.02004191616262188,-0.10370114407592554,0.07104639942080454,-0.07570936436559746
